80,20
70,34
60,44
51,54
44,56
36,56
30,61
26,60
23,60
20,62
18,60
17,61
15,60
13,59
11,61
12,59
11,58
12,53
9,46
7,42
8,40
6,38
7,34
9,29
8,28
4,30
4,23
7,22
7,22
6,23
8,21
5,21
8,23
7,22
5,26
8,21
11,14
8,14
10,15
14,13
17,13
17,14
15,14
11,17
7,22
5,24
6,22
7,24
7,22
7,21
