100,9,0
80,20,2
70,34,4
60,44,6
51,54,8
44,56,10
36,56,12
30,61,14
26,60,16
23,60,18
20,62,20
18,60,22
17,61,24
15,60,26
13,59,28
11,61,30
12,59,32
11,58,34
12,53,36
9,46,38
7,42,40
8,40,42
6,38,44
7,34,46
9,29,48
8,28,50
4,30,52
4,23,54
7,22,56
7,22,58
6,23,60
8,21,62
5,21,64
8,23,66
7,22,68
5,26,70
8,21,72
11,14,74
8,14,76
10,15,78
14,13,80
17,13,82
17,14,84
15,14,86
11,17,88
7,22,90
5,24,92
6,22,94
7,24,96
7,22,98
7,21,100
